Number,District ID,District,Response Rate,Item,Old Item,Topic,Full Question,Prompt,See Column,Selected,Strongly Disagree,Disagree,Agree,Strongly Agree,The material I use is below grade-level material.,The material I use is on grade-level material.,The material I use is above grade-level material.,I am not sure.,Strongly Disagree,Disagree,Agree,Strongly Agree,Not Applicable,Never,Rarely,Sometimes,Frequently,Not at all,Less than once a week,Once a week,2-3 times a week,Almost every day,5 percent or less,6 percent to 10 percent,11 percent to 15 percent,16 percent to 25 percent,More than 25 percent,Less than 2 hours,2 to 4 hours,4 to 6 hours,6 to 10 hours,More than 10 hours,Less than 30 minutes a day,"30 minutes or more, less than 45 minutes a day","45 minutes or more, less than 48 minutes a day","48 minutes or more, less than 60 minutes a day",60 minutes or more a day,Focused more on improving my teaching than judging my performance.,Focused more on judging my performance than improving my teaching.,Equally focused on improving my teaching and judging my performance.,,,,,,,,,,,,,,,,
20,120,Chester County,98%,TC_05d,TC_05d,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,Teachers at my school take responsibility for improving their school.,L,  , 0% [0%] , 4% [+1%] , 47% [-4%] , 49% [+3%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
21,120,Chester County,98%,TC_06b,TC_06b,Resources and Time Use,Please indicate the extent to which you agree or disagree with the following statements regarding your planning time this school year.,My individual planning time is sufficient.,L,  , 5% [0%] , 15% [+2%] , 52% [-2%] , 28% [-1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
22,120,Chester County,98%,TC_06c,TC_06c,Resources and Time Use,Please indicate the extent to which you agree or disagree with the following statements regarding your planning time this school year.,My collaborative planning time is sufficient.,L,  , 4% [0%] , 14% [0%] , 51% [+1%] , 31% [-1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
23,120,Chester County,98%,TC_13a,TC_13a,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,Students with mild or moderate disabilities,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 2% [-1%] , 10% [+3%] , 51% [-4%] , 34% [+3%] , 2% [-2%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
24,120,Chester County,98%,TC_13b,TC_13b,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,Students with severe disabilities,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% [-1%] , 9% [-1%] , 40% [-4%] , 24% [+4%] , 25% [+2%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
25,120,Chester County,98%,TC_13c,TC_13c,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,English language learners,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 5% [+1%] , 11% [+2%] , 41% [-3%] , 19% [-3%] , 24% [+3%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
26,120,Chester County,98%,TC_13d,,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,All of your students,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 0% , 3% , 60% , 37% , 0% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
27,120,Chester County,98%,TC_07a,,Parental Engagement,Please indicate the extent to which you agree or disagree with each of the following statements regarding teacher/parent relations at your school.,I regularly communicate with parents about how they can help their children learn.,L,  , 1% , 7% , 55% , 38% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
28,120,Chester County,98%,TC_07b,TC_08b,Parental Engagement,Please indicate the extent to which you agree or disagree with each of the following statements regarding teacher/parent relations at your school.,I feel supported by the parents of my students.,L,  , 0% [-1%] , 12% [+5%] , 61% [-4%] , 27% [-1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
29,120,Chester County,98%,TC_07c,TC_08c,Parental Engagement,Please indicate the extent to which you agree or disagree with each of the following statements regarding teacher/parent relations at your school.,"This school offers an array of opportunities for families to participate in school planning, leadership, and volunteering.",L,  , 0% [-1%] , 12% [0%] , 58% [+3%] , 31% [-1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
30,120,Chester County,98%,TC_08,TC_09,Support,"In a typical week, what percentage of instructional time do you spend managing student behavioral and disciplinary issues?",,AH,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 48% [-4%] , 28% [0%] , 11% [-1%] , 6% [+1%] , 7% [+5%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
31,120,Chester County,98%,TC_09a,TC_10a,Support,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,My professional learning has been closely aligned to the instructional materials that have been adopted by my district.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% [+2%] , 3% [+1%] , 36% [+7%] , 57% [-11%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
32,120,Chester County,98%,TC_09b,TC_10b,Support,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,The professional learning I have received has led to improvements in my teaching.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0% [0%] , 13% [+6%] , 38% [+7%] , 49% [-13%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
33,120,Chester County,98%,TC_10,TC_11,Policies and Practices,"On average, how many hours per week do you spend creating or sourcing materials to use for classroom instruction including planning time during and outside of school hours?",,AM,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 14% [-1%] , 33% [+1%] , 29% [+3%] , 13% [-2%] , 11% [-1%] ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
34,120,Chester County,98%,TC_11,TC_12,Policies and Practices,How many total minutes of planning time are you SCHEDULED to receive over the course of a typical week?,,AR,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 17% [+1%] , 30% [+1%] , 13% [-3%] , 27% [-3%] , 13% [+4%] ,  ,  ,  ,,,,,,,,,,,,,,,,
35,120,Chester County,98%,TC_06a,TC_06a,Miscellaneous,Please indicate the extent to which you agree or disagree with the following statements regarding your planning time this school year.,Teachers in my school are allowed to focus on teaching students with minimal interruptions.,L,  , 1% [+1%] , 6% [0%] , 48% [-1%] , 45% [0%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
36,120,Chester County,98%,TC_09c,TC_10c,Miscellaneous,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,I have received specific professional learning suggestions that are tailored to my needs.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% [+1%] , 14% [+3%] , 42% [+6%] , 41% [-10%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
37,120,Chester County,98%,TC_09d,TC_10d,Miscellaneous,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,My professional learning experiences this year have been closely aligned to the feedback I received on my evaluation.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2% [0%] , 12% [+6%] , 43% [+9%] , 44% [-14%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
38,120,Chester County,98%,TC_12a,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Delivering instruction directly to students,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% , 2% , 2% , 13% , 80% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
39,120,Chester County,98%,TC_12b,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Tailoring the learning experience to meet individual student needs,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2% , 5% , 9% , 26% , 59% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
40,120,Chester County,98%,TC_12c,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Content-based learning acceleration,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% , 6% , 18% , 32% , 41% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
41,120,Chester County,98%,TC_12d,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Supporting student collaboration,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6% , 9% , 15% , 30% , 40% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
42,120,Chester County,98%,TC_14a,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Difficultly scaffolding instruction and providing access points,K, 30% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
43,120,Chester County,98%,TC_14b,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,"Lack of assistive technology to serve varying needs (e.g., iPad, wiggle chair)",K, 11% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
44,120,Chester County,98%,TC_14c,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Providing access to daily instruction,K, 14% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
45,120,Chester County,98%,TC_14d,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Lack of training in instructional strategies for students w/ learning challenges,K, 18% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
46,120,Chester County,98%,TC_14e,TC_14e,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Additional meetings,K, 29% [+8%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
47,120,Chester County,98%,TC_14f,TC_14f,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,The additional planning time it requires,K, 42% [+9%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
48,120,Chester County,98%,TC_14g,TC_14g,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,"How to support students’ behavioral success (i.e., implementing a behavior plan)",K, 33% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
49,120,Chester County,98%,TC_14h,TC_14h,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Disruptions to the classroom environment and flow of teaching,K, 47% [+8%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
50,120,Chester County,98%,TC_14i,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Requiring additional support from administration,K, 5% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
51,120,Chester County,98%,TC_14j,TC_14j,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Lack of support personnel,K, 27% [+5%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
52,120,Chester County,98%,TC_14k,TC_14k,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Other,K, 5% [-3%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
53,120,Chester County,98%,TC_17,TC_17,Miscellaneous,"During the current school year, feedback that I received from my evaluator was…",,AW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 68% [+1%] , 3% [-3%] , 28% [+1%] ,,,,,,,,,,,,,,,,
54,120,Chester County,98%,TC_18,,Miscellaneous,Think about the typical Tier 1 instruction that you provide related to addressing learning loss. Which of the following options best represent the level of the material that you use during Tier 1 instruction?,,P,  ,  ,  ,  ,  , 7% , 78% , 5% , 9% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
1,130,Claiborne County,49%,TC_01a,TC_01a,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,There is an atmosphere of trust and mutual respect within this school.,L,  , 3% [-4%] , 13% [+6%] , 56% [+3%] , 28% [-5%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
2,130,Claiborne County,49%,TC_01c,TC_01c,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,I am generally satisfied with being a teacher in this school.,L,  , 2% [-1%] , 4% [-4%] , 51% [+5%] , 42% [0%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
3,130,Claiborne County,49%,TC_01d,TC_01d,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,I would recommend this school to parents seeking a place for their child.,L,  , 2% [-1%] , 3% [-2%] , 52% [+6%] , 42% [-4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
4,130,Claiborne County,49%,TC_01e,TC_01e,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,Our school staff is a learning community in which ideas and suggestions for improvement are encouraged.,L,  , 3% [+1%] , 10% [-1%] , 52% [+5%] , 35% [-5%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
5,130,Claiborne County,49%,TC_04b,TC_04b,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding school safety.,Students treat adults with respect at this school.,L,  , 6% [-4%] , 20% [+5%] , 54% [-1%] , 20% [0%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
6,130,Claiborne County,49%,TC_04c,TC_04c,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding school safety.,Students in my school are safe from bullying.,L,  , 2% [0%] , 12% [+1%] , 66% [+3%] , 20% [-4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
7,130,Claiborne County,49%,TC_01b,TC_01b,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,Teachers are encouraged to participate in school leadership roles.,L,  , 1% [-1%] , 11% [-1%] , 60% [+4%] , 28% [-2%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
8,130,Claiborne County,49%,TC_02a,TC_02a,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school leadership in your school.,School leadership communicates a clear vision for this school.,L,  , 4% [-4%] , 14% [+2%] , 54% [+13%] , 29% [-11%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
9,130,Claiborne County,49%,TC_02b,TC_02b,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school leadership in your school.,The staff feels comfortable raising issues and concerns that are important to them with school leaders.,L,  , 6% [-5%] , 19% [+2%] , 50% [+13%] , 25% [-10%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
10,130,Claiborne County,49%,TC_02c,TC_02c,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school leadership in your school.,I like the way things are run at this school.,L,  , 6% [-2%] , 19% [+2%] , 51% [+9%] , 25% [-7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
11,130,Claiborne County,49%,TC_03a,TC_03a,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader regularly models effective instruction.,L,  , 9% [+2%] , 17% [-2%] , 53% [+7%] , 22% [-6%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
12,130,Claiborne County,49%,TC_03b,TC_03b,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader regularly gives feedback on my instruction.,L,  , 5% [+3%] , 10% [-2%] , 59% [+4%] , 26% [-5%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
13,130,Claiborne County,49%,TC_03c,TC_03c,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader knows my instructional strengths and areas of growth.,L,  , 2% [-1%] , 7% [+1%] , 59% [+2%] , 32% [-3%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
14,130,Claiborne County,49%,TC_03d,TC_03d,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader is knowledgeable about the curricula being used.,L,  , 4% [-2%] , 12% [+5%] , 53% [-3%] , 31% [0%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
15,130,Claiborne County,49%,TC_03e,TC_03e,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader is knowledgeable about the non-academic needs of my students.,L,  , 3% [-2%] , 7% [+1%] , 55% [+3%] , 34% [-2%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
16,130,Claiborne County,49%,TC_04a,TC_04a,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school safety.,School leadership effectively handles student discipline and behavioral problems.,L,  , 13% [+1%] , 17% [-1%] , 49% [+6%] , 20% [-7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
17,130,Claiborne County,49%,TC_05a,,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,Teachers at my school feel responsible for student success.,L,  , 0% , 2% , 55% , 43% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
18,130,Claiborne County,49%,TC_05b,TC_05b,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,Teachers at my school feel responsible to help each other do their best.,L,  , 2% [+1%] , 6% [+2%] , 62% [+7%] , 30% [-10%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
19,130,Claiborne County,49%,TC_05c,TC_05c,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,"Teachers at my school help maintain discipline in the entire school, not just their classroom.",L,  , 1% [-2%] , 17% [+5%] , 51% [-3%] , 31% [0%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
20,130,Claiborne County,49%,TC_05d,TC_05d,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,Teachers at my school take responsibility for improving their school.,L,  , 2% [0%] , 10% [+2%] , 58% [+2%] , 31% [-3%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
